assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_009949145.1	PRJNA224116	SAMN12214770	na	na	na	na	562	562	Escherichia coli	strain=STEC711	na	latest	Complete Genome	Major	Full	2020/01/29	ASM994914v1		GCA_009949145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/949/145/GCF_009949145.1_ASM994914v1	./GCF_009949145.1_ASM994914v1_genomic.fna.gz
GCF_009949705.1	PRJNA224116	SAMN12214769	na	na	na	na	562	562	Escherichia coli	strain=STEC409	na	latest	Complete Genome	Major	Full	2020/01/29	ASM994970v1		GCA_009949705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/949/705/GCF_009949705.1_ASM994970v1	./GCF_009949705.1_ASM994970v1_genomic.fna.gz
GCF_009951245.1	PRJNA224116	SAMN12214765	na	na	na	na	562	562	Escherichia coli	strain=STEC313	na	latest	Complete Genome	Major	Full	2020/01/29	ASM995124v1		GCA_009951245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/951/245/GCF_009951245.1_ASM995124v1	./GCF_009951245.1_ASM995124v1_genomic.fna.gz
GCF_009832985.1	PRJNA224116	SAMN13714347	na	na	na	na	562	562	Escherichia coli	strain=BL21-AI	na	latest	Complete Genome	Major	Full	2020/01/07	ASM983298v1		GCA_009832985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/985/GCF_009832985.1_ASM983298v1	./GCF_009832985.1_ASM983298v1_genomic.fna.gz
GCF_902703415.1	PRJNA224116	SAMEA6109570	na	na	na	na	562	562	Escherichia coli	strain=BEN5202	laying hen 51 weeks old	latest	Complete Genome	Major	Full	2020/01/11	Combinated assembly ONT - Illumina		GCA_902703415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/703/415/GCF_902703415.1_Combinated_assembly_ONT_-_Illumina	./GCF_902703415.1_Combinated_assembly_ONT_-_Illumina_genomic.fna.gz
GCF_009951745.1	PRJNA224116	SAMN12214764	na	na	na	na	562	562	Escherichia coli	strain=STEC309	na	latest	Complete Genome	Major	Full	2020/01/29	ASM995174v1		GCA_009951745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/951/745/GCF_009951745.1_ASM995174v1	./GCF_009951745.1_ASM995174v1_genomic.fna.gz
GCF_009950805.1	PRJNA224116	SAMN12214766	na	na	na	na	562	562	Escherichia coli	strain=STEC316	na	latest	Complete Genome	Major	Full	2020/01/29	ASM995080v1		GCA_009950805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/950/805/GCF_009950805.1_ASM995080v1	./GCF_009950805.1_ASM995080v1_genomic.fna.gz
GCF_010092965.1	PRJNA224116	SAMN13880799	na	na	na	na	562	562	Escherichia coli	strain=201609	na	latest	Complete Genome	Major	Full	2020/02/03	ASM1009296v1		GCA_010092965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/092/965/GCF_010092965.1_ASM1009296v1	./GCF_010092965.1_ASM1009296v1_genomic.fna.gz
GCF_009948655.1	PRJNA224116	SAMN12214771	na	na	na	na	562	562	Escherichia coli	strain=STEC719	na	latest	Complete Genome	Major	Full	2020/01/29	ASM994865v1		GCA_009948655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/948/655/GCF_009948655.1_ASM994865v1	./GCF_009948655.1_ASM994865v1_genomic.fna.gz
GCF_009950475.1	PRJNA224116	SAMN12214767	na	na	na	na	562	562	Escherichia coli	strain=STEC367	na	latest	Complete Genome	Major	Full	2020/01/29	ASM995047v1		GCA_009950475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/950/475/GCF_009950475.1_ASM995047v1	./GCF_009950475.1_ASM995047v1_genomic.fna.gz
GCF_010092405.1	PRJNA224116	SAMN13875146	na	na	na	na	562	562	Escherichia coli	strain=GZEC065	na	latest	Complete Genome	Major	Full	2020/02/01	ASM1009240v1		GCA_010092405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/092/405/GCF_010092405.1_ASM1009240v1	./GCF_010092405.1_ASM1009240v1_genomic.fna.gz
GCF_014679325.1	PRJNA224116	SAMD00241721	na	na	na	na	562	562	Escherichia coli	strain=HUE1	na	latest	Complete Genome	Major	Full	2020/09/09	ASM1467932v1		GCA_014679325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/679/325/GCF_014679325.1_ASM1467932v1	./GCF_014679325.1_ASM1467932v1_genomic.fna.gz
GCF_014705965.1	PRJNA224116	SAMN15743069	na	na	na	na	562	562	Escherichia coli	strain=WEM25	na	latest	Complete Genome	Major	Full	2020/09/23	ASM1470596v1		GCA_014705965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/965/GCF_014705965.1_ASM1470596v1	./GCF_014705965.1_ASM1470596v1_genomic.fna.gz
GCF_014622725.1	PRJNA224116	SAMN16056871	na	na	na	na	562	562	Escherichia coli	strain=LD67-1	na	latest	Complete Genome	Major	Full	2020/09/14	ASM1462272v1		GCA_014622725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/622/725/GCF_014622725.1_ASM1462272v1	./GCF_014622725.1_ASM1462272v1_genomic.fna.gz
GCF_010365465.1	PRJNA224116	SAMN13951920	na	na	na	na	562	562	Escherichia coli	strain=124	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036546v1		GCA_010365465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/465/GCF_010365465.1_ASM1036546v1	./GCF_010365465.1_ASM1036546v1_genomic.fna.gz
GCF_010365425.1	PRJNA224116	SAMN13951922	na	na	na	na	562	562	Escherichia coli	strain=10	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036542v1		GCA_010365425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/425/GCF_010365425.1_ASM1036542v1	./GCF_010365425.1_ASM1036542v1_genomic.fna.gz
GCF_010365525.1	PRJNA224116	SAMN13951916	na	na	na	na	562	562	Escherichia coli	strain=164	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036552v1		GCA_010365525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/525/GCF_010365525.1_ASM1036552v1	./GCF_010365525.1_ASM1036552v1_genomic.fna.gz
GCF_010365385.1	PRJNA224116	SAMN13951921	na	na	na	na	562	562	Escherichia coli	strain=142	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036538v1		GCA_010365385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/385/GCF_010365385.1_ASM1036538v1	./GCF_010365385.1_ASM1036538v1_genomic.fna.gz
GCF_010365545.1	PRJNA224116	SAMN13951915	na	na	na	na	562	562	Escherichia coli	strain=38	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036554v1		GCA_010365545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/545/GCF_010365545.1_ASM1036554v1	./GCF_010365545.1_ASM1036554v1_genomic.fna.gz
GCF_010365365.1	PRJNA224116	SAMN13951924	na	na	na	na	562	562	Escherichia coli	strain=64	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036536v1		GCA_010365365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/365/GCF_010365365.1_ASM1036536v1	./GCF_010365365.1_ASM1036536v1_genomic.fna.gz
GCF_009867015.2	PRJNA224116	SAMN08522749	na	na	na	na	562	562	Escherichia coli	strain=CFS3292	na	latest	Complete Genome	Major	Full	2020/05/26	ASM986701v2		GCA_009867015.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/867/015/GCF_009867015.2_ASM986701v2	./GCF_009867015.2_ASM986701v2_genomic.fna.gz
GCF_010365325.1	PRJNA224116	SAMN13951926	na	na	na	na	562	562	Escherichia coli	strain=9	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036532v1		GCA_010365325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/325/GCF_010365325.1_ASM1036532v1	./GCF_010365325.1_ASM1036532v1_genomic.fna.gz
GCF_010365405.1	PRJNA224116	SAMN13951923	na	na	na	na	562	562	Escherichia coli	strain=61	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036540v1		GCA_010365405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/405/GCF_010365405.1_ASM1036540v1	./GCF_010365405.1_ASM1036540v1_genomic.fna.gz
GCF_010365505.1	PRJNA224116	SAMN13951917	na	na	na	na	562	562	Escherichia coli	strain=163	na	latest	Complete Genome	Major	Full	2020/02/09	ASM1036550v1		GCA_010365505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/365/505/GCF_010365505.1_ASM1036550v1	./GCF_010365505.1_ASM1036550v1_genomic.fna.gz
GCF_014170615.1	PRJNA224116	SAMN13613900	na	na	na	na	562	562	Escherichia coli	strain=181.1	na	latest	Complete Genome	Major	Full	2020/08/12	ASM1417061v1		GCA_014170615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/170/615/GCF_014170615.1_ASM1417061v1	./GCF_014170615.1_ASM1417061v1_genomic.fna.gz
GCF_010668985.1	PRJNA224116	SAMN13978607	na	na	na	na	562	562	Escherichia coli	strain=ChlosBP-23-1	na	latest	Complete Genome	Major	Full	2020/02/15	ASM1066898v1		GCA_010668985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/668/985/GCF_010668985.1_ASM1066898v1	./GCF_010668985.1_ASM1066898v1_genomic.fna.gz
GCF_011045255.1	PRJNA224116	SAMN14149125	na	na	na	na	562	562	Escherichia coli	strain=E118	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104525v1		GCA_011045255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/255/GCF_011045255.1_ASM1104525v1	./GCF_011045255.1_ASM1104525v1_genomic.fna.gz
GCF_011067085.1	PRJNA224116	SAMN14134968	na	na	na	na	562	562	Escherichia coli	strain=3R	na	latest	Complete Genome	Major	Full	2020/03/07	ASM1106708v1		GCA_011067085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/067/085/GCF_011067085.1_ASM1106708v1	./GCF_011067085.1_ASM1106708v1_genomic.fna.gz
GCF_011044355.1	PRJNA224116	SAMN14149865	na	na	na	na	562	562	Escherichia coli	strain=EC28	na	latest	Complete Genome	Major	Full	2020/03/01	ASM1104435v1		GCA_011044355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/044/355/GCF_011044355.1_ASM1104435v1	./GCF_011044355.1_ASM1104435v1_genomic.fna.gz
GCF_011045295.1	PRJNA224116	SAMN14149127	na	na	na	na	562	562	Escherichia coli	strain=E686	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104529v1		GCA_011045295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/295/GCF_011045295.1_ASM1104529v1	./GCF_011045295.1_ASM1104529v1_genomic.fna.gz
GCF_011045895.1	PRJNA224116	SAMN13743100	na	na	na	na	562	562	Escherichia coli	strain=ZF34	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104589v1		GCA_011045895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/895/GCF_011045895.1_ASM1104589v1	./GCF_011045895.1_ASM1104589v1_genomic.fna.gz
GCF_014168975.1	PRJNA224116	SAMD00194428	na	na	na	na	562	562	Escherichia coli	strain=WP3-S18-ESBL-09	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416897v1		GCA_014168975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/168/975/GCF_014168975.1_ASM1416897v1	./GCF_014168975.1_ASM1416897v1_genomic.fna.gz
GCF_014168775.1	PRJNA224116	SAMD00194405	na	na	na	na	562	562	Escherichia coli	strain=WP3-W18-CRE-03	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416877v1		GCA_014168775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/168/775/GCF_014168775.1_ASM1416877v1	./GCF_014168775.1_ASM1416877v1_genomic.fna.gz
GCF_014169395.1	PRJNA224116	SAMD00194533	na	na	na	na	562	562	Escherichia coli	strain=WP5-S18-ESBL-07	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416939v1		GCA_014169395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/395/GCF_014169395.1_ASM1416939v1	./GCF_014169395.1_ASM1416939v1_genomic.fna.gz
GCF_014169155.1	PRJNA224116	SAMD00194482	na	na	na	na	562	562	Escherichia coli	strain=WP4-S18-ESBL-08	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416915v1		GCA_014169155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/155/GCF_014169155.1_ASM1416915v1	./GCF_014169155.1_ASM1416915v1_genomic.fna.gz
GCF_014169595.1	PRJNA224116	SAMD00194597	na	na	na	na	562	562	Escherichia coli	strain=WP8-S17-ESBL-05	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416959v1		GCA_014169595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/595/GCF_014169595.1_ASM1416959v1	./GCF_014169595.1_ASM1416959v1_genomic.fna.gz
GCF_014169575.1	PRJNA224116	SAMD00194579	na	na	na	na	562	562	Escherichia coli	strain=WP7-S18-ESBL-09	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416957v1		GCA_014169575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/575/GCF_014169575.1_ASM1416957v1	./GCF_014169575.1_ASM1416957v1_genomic.fna.gz
GCF_014169915.1	PRJNA224116	SAMD00194706	na	na	na	na	562	562	Escherichia coli	strain=BEC1-S17-ESBL-09	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416991v1		GCA_014169915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/915/GCF_014169915.1_ASM1416991v1	./GCF_014169915.1_ASM1416991v1_genomic.fna.gz
GCF_014169855.1	PRJNA224116	SAMD00194670	na	na	na	na	562	562	Escherichia coli	strain=WP9-S17-ESBL-11	na	latest	Complete Genome	Major	Full	2020/07/21	ASM1416985v1		GCA_014169855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/169/855/GCF_014169855.1_ASM1416985v1	./GCF_014169855.1_ASM1416985v1_genomic.fna.gz
GCF_010669005.1	PRJNA224116	SAMN13978676	na	na	na	na	562	562	Escherichia coli	strain=PapRG-06-3	na	latest	Complete Genome	Major	Full	2020/02/15	ASM1066900v1		GCA_010669005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/005/GCF_010669005.1_ASM1066900v1	./GCF_010669005.1_ASM1066900v1_genomic.fna.gz
GCF_010706435.1	PRJNA224116	SAMN13976059	na	na	na	na	562	562	Escherichia coli	strain=GW-AmxH19	na	latest	Complete Genome	Major	Full	2020/02/18	ASM1070643v1		GCA_010706435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/706/435/GCF_010706435.1_ASM1070643v1	./GCF_010706435.1_ASM1070643v1_genomic.fna.gz
GCF_010724935.1	PRJNA224116	SAMD00108729	na	na	na	na	562	562	Escherichia coli	strain=E138	na	latest	Complete Genome	Major	Full	2020/02/01	ASM1072493v1		GCA_010724935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/724/935/GCF_010724935.1_ASM1072493v1	./GCF_010724935.1_ASM1072493v1_genomic.fna.gz
GCF_011045275.1	PRJNA224116	SAMN14149126	na	na	na	na	562	562	Escherichia coli	strain=E597	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104527v1		GCA_011045275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/275/GCF_011045275.1_ASM1104527v1	./GCF_011045275.1_ASM1104527v1_genomic.fna.gz
GCF_010669025.1	PRJNA224116	SAMN13978678	na	na	na	na	562	562	Escherichia coli	strain=PapRG-06-5	na	latest	Complete Genome	Major	Full	2020/02/15	ASM1066902v1		GCA_010669025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/025/GCF_010669025.1_ASM1066902v1	./GCF_010669025.1_ASM1066902v1_genomic.fna.gz
GCF_011022275.1	PRJNA224116	SAMN14137859	na	na	na	na	562	562	Escherichia coli	strain=190693	na	latest	Complete Genome	Major	Full	2020/02/26	ASM1102227v1		GCA_011022275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/022/275/GCF_011022275.1_ASM1102227v1	./GCF_011022275.1_ASM1102227v1_genomic.fna.gz
GCF_011045215.1	PRJNA224116	SAMN13978668	na	na	na	na	562	562	Escherichia coli	strain=PapRG-04-4	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104521v1		GCA_011045215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/215/GCF_011045215.1_ASM1104521v1	./GCF_011045215.1_ASM1104521v1_genomic.fna.gz
GCF_011045235.1	PRJNA224116	SAMN13978645	na	na	na	na	562	562	Escherichia coli	strain=PapM-32-1	na	latest	Complete Genome	Major	Full	2020/03/02	ASM1104523v1		GCA_011045235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/235/GCF_011045235.1_ASM1104523v1	./GCF_011045235.1_ASM1104523v1_genomic.fna.gz
GCF_011064575.1	PRJNA224116	SAMN12212556	na	na	na	na	562	562	Escherichia coli	strain=UMB200201_11	na	latest	Complete Genome	Major	Full	2020/03/05	ASM1106457v1		GCA_011064575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/575/GCF_011064575.1_ASM1106457v1	./GCF_011064575.1_ASM1106457v1_genomic.fna.gz
GCF_011331065.1	PRJNA224116	SAMN13948681	na	na	na	na	562	562	Escherichia coli	strain=p10A	na	latest	Complete Genome	Major	Full	2020/03/16	ASM1133106v1		GCA_011331065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/331/065/GCF_011331065.1_ASM1133106v1	./GCF_011331065.1_ASM1133106v1_genomic.fna.gz
GCF_011383085.1	PRJNA224116	SAMN14331243	na	na	na	na	562	562	Escherichia coli	strain=JL05	na	latest	Complete Genome	Major	Full	2020/03/17	ASM1138308v1		GCA_011383085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/383/085/GCF_011383085.1_ASM1138308v1	./GCF_011383085.1_ASM1138308v1_genomic.fna.gz
GCF_011492985.1	PRJNA224116	SAMN13530296	na	na	na	na	562	562	Escherichia coli	strain=T16R	na	latest	Complete Genome	Major	Full	2020/03/19	ASM1149298v1		GCA_011492985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/985/GCF_011492985.1_ASM1149298v1	./GCF_011492985.1_ASM1149298v1_genomic.fna.gz
GCF_011492885.1	PRJNA224116	SAMN14238615	na	na	na	na	562	562	Escherichia coli	strain=T28R	na	latest	Complete Genome	Major	Full	2020/03/19	ASM1149288v1		GCA_011492885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/885/GCF_011492885.1_ASM1149288v1	./GCF_011492885.1_ASM1149288v1_genomic.fna.gz
GCF_011492925.1	PRJNA224116	SAMN14342226	na	na	na	na	562	562	Escherichia coli	strain=IBS28	na	latest	Complete Genome	Major	Full	2020/03/19	ASM1149292v1		GCA_011492925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/492/925/GCF_011492925.1_ASM1149292v1	./GCF_011492925.1_ASM1149292v1_genomic.fna.gz
GCF_011691525.1	PRJNA224116	SAMN12026942	na	na	na	na	562	562	Escherichia coli	strain=STB20-1	na	latest	Complete Genome	Major	Full	2020/03/24	ASM1169152v1		GCA_011691525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/691/525/GCF_011691525.1_ASM1169152v1	./GCF_011691525.1_ASM1169152v1_genomic.fna.gz
GCF_011769865.1	PRJNA224116	SAMN14421542	na	na	na	na	562	562	Escherichia coli	strain=52148	na	latest	Complete Genome	Major	Full	2020/03/30	ASM1176986v1		GCA_011769865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/769/865/GCF_011769865.1_ASM1176986v1	./GCF_011769865.1_ASM1176986v1_genomic.fna.gz
GCF_000987875.1	PRJNA224116	SAMN03576594	na	na	na	na	562	562	Escherichia coli	strain=SEC470	na	latest	Complete Genome	Major	Full	2015/05/04	ASM98787v1		GCA_000987875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/875/GCF_000987875.1_ASM98787v1	./GCF_000987875.1_ASM98787v1_genomic.fna.gz
GCF_011996085.1	PRJNA224116	SAMN13705263	na	na	na	na	562	562	Escherichia coli	strain=CAU16175	na	latest	Complete Genome	Major	Full	2020/04/03	ASM1199608v1		GCA_011996085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/996/085/GCF_011996085.1_ASM1199608v1	./GCF_011996085.1_ASM1199608v1_genomic.fna.gz
GCF_012278675.1	PRJNA224116	SAMN12158158	na	na	na	na	562	562	Escherichia coli	strain=54	na	latest	Complete Genome	Major	Full	2020/04/14	ASM1227867v1		GCA_012278675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/278/675/GCF_012278675.1_ASM1227867v1	./GCF_012278675.1_ASM1227867v1_genomic.fna.gz
GCF_001021595.1	PRJNA224116	SAMN02666437	na	na	na	na	562	562	Escherichia coli	strain=O18	na	latest	Complete Genome	Major	Full	2015/06/08	ASM102159v1		GCA_001021595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/595/GCF_001021595.1_ASM102159v1	./GCF_001021595.1_ASM102159v1_genomic.fna.gz
GCF_001007915.1	PRJNA224116	SAMN03612246	na	na	na	na	562	562	Escherichia coli	strain=CFSAN029787	na	latest	Complete Genome	Major	Full	2015/05/15	ASM100791v1		GCA_001007915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/915/GCF_001007915.1_ASM100791v1	./GCF_001007915.1_ASM100791v1_genomic.fna.gz
GCF_012221565.1	PRJNA224116	SAMN14482836	na	na	na	na	562	562	Escherichia coli	strain=8-3-Ti3	na	latest	Complete Genome	Major	Full	2020/04/09	ASM1222156v1		GCA_012221565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/221/565/GCF_012221565.1_ASM1222156v1	./GCF_012221565.1_ASM1222156v1_genomic.fna.gz
GCF_012516455.1	PRJNA224116	SAMN14558608	na	na	na	na	562	562	Escherichia coli	strain=SFE8	na	latest	Complete Genome	Major	Full	2020/04/19	ASM1251645v1		GCA_012516455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/516/455/GCF_012516455.1_ASM1251645v1	./GCF_012516455.1_ASM1251645v1_genomic.fna.gz
GCF_001280405.1	PRJNA224116	SAMN04026227	na	na	na	na	562	562	Escherichia coli	strain=SF-173	na	latest	Complete Genome	Major	Full	2015/09/09	ASM128040v1		GCA_001280405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/405/GCF_001280405.1_ASM128040v1	./GCF_001280405.1_ASM128040v1_genomic.fna.gz
GCF_012537835.1	PRJNA224116	SAMN14558879	na	na	na	na	562	562	Escherichia coli	strain=SCZE5	na	latest	Complete Genome	Major	Full	2020/04/19	ASM1253783v1		GCA_012537835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/537/835/GCF_012537835.1_ASM1253783v1	./GCF_012537835.1_ASM1253783v1_genomic.fna.gz
GCF_001308165.1	PRJNA224116	SAMN03203489	na	na	na	na	562	562	Escherichia coli	strain=K-12 substr. MG1655_TMP32XR2	na	latest	Complete Genome	Major	Full	2015/10/08	ASM130816v1		GCA_001308165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/165/GCF_001308165.1_ASM130816v1	./GCF_001308165.1_ASM130816v1_genomic.fna.gz
GCF_012934515.1	PRJNA224116	SAMN14609775	na	na	na	na	562	562	Escherichia coli	strain=SCU-111	na	latest	Complete Genome	Major	Full	2020/04/30	ASM1293451v1		GCA_012934515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/515/GCF_012934515.1_ASM1293451v1	./GCF_012934515.1_ASM1293451v1_genomic.fna.gz
GCF_012934455.1	PRJNA224116	SAMN14609770	na	na	na	na	562	562	Escherichia coli	strain=SCU-105	na	latest	Complete Genome	Major	Full	2020/04/30	ASM1293445v1		GCA_012934455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/455/GCF_012934455.1_ASM1293445v1	./GCF_012934455.1_ASM1293445v1_genomic.fna.gz
GCF_012934785.1	PRJNA224116	SAMN14609800	na	na	na	na	562	562	Escherichia coli	strain=SCU-484	na	latest	Complete Genome	Major	Full	2020/04/30	ASM1293478v1		GCA_012934785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/785/GCF_012934785.1_ASM1293478v1	./GCF_012934785.1_ASM1293478v1_genomic.fna.gz
GCF_012934475.1	PRJNA224116	SAMN14609773	na	na	na	na	562	562	Escherichia coli	strain=SCU-108	na	latest	Complete Genome	Major	Full	2020/04/30	ASM1293447v1		GCA_012934475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/475/GCF_012934475.1_ASM1293447v1	./GCF_012934475.1_ASM1293447v1_genomic.fna.gz
GCF_012974565.1	PRJNA224116	SAMN14125718	na	na	na	na	562	562	Escherichia coli	strain=SCU-101	na	latest	Complete Genome	Major	Full	2020/05/05	ASM1297456v1		GCA_012974565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/565/GCF_012974565.1_ASM1297456v1	./GCF_012974565.1_ASM1297456v1_genomic.fna.gz
