genome	Unique	Distinct	Total	Max_count	rep_types	rep_frac_distinct	rep_frac_total
GCF_012934785.1_ASM1293478v1	5112705	5155915	5236665	69	43210	0.008381	0.023672
GCF_012974525.1_ASM1297452v1	4907245	4954770	5065917	52	47525	0.009592	0.031321
GCF_012974565.1_ASM1297456v1	4985993	5136182	5357109	51	150189	0.029241	0.069275
GCF_012974805.1_ASM1297480v1	4963623	5025056	5129039	55	61433	0.012225	0.032251
GCF_013004045.1_ASM1300404v1	5258044	5368384	5539000	61	110340	0.020554	0.050723
GCF_013084945.1_ASM1308494v1	5121367	5171063	5270201	48	49696	0.009610	0.028241
GCF_013085025.1_ASM1308502v1	5091363	5160651	5304180	54	69288	0.013426	0.040123
GCF_013085185.1_ASM1308518v1	5197686	5312897	5506795	48	115211	0.021685	0.056132
GCF_013085205.1_ASM1308520v1	4705975	4730992	4787292	55	25017	0.005288	0.016986
GCF_013085865.1_ASM1308586v1	5010967	5065417	5202021	45	54450	0.010749	0.036727
GCF_013085905.2_ASM1308590v3	5189001	5246259	5349292	74	57258	0.010914	0.029965
GCF_013112335.1_ASM1311233v1	4631217	4652459	4706734	87	21242	0.004566	0.016044
GCF_013122565.1_ASM1312256v1	4739885	4763954	4821948	53	24069	0.005052	0.017019
GCF_013166855.1_ASM1316685v1	4350188	4384135	4483826	77	33947	0.007743	0.029804
GCF_013166875.1_ASM1316687v1	4347297	4380100	4478546	77	32803	0.007489	0.029306
GCF_013166895.1_ASM1316689v1	4354570	4387700	4486637	77	33130	0.007551	0.029436
GCF_013166935.1_ASM1316693v1	4345199	4377927	4476271	77	32728	0.007476	0.029282
GCF_013166955.1_ASM1316695v1	4425491	4460609	4560889	78	35118	0.007873	0.029687
GCF_013166975.1_ASM1316697v1	4401534	4433097	4529393	78	31563	0.007120	0.028229
GCF_013166995.1_ASM1316699v1	4481357	4516134	4628021	81	34777	0.007701	0.031690
GCF_013167015.1_ASM1316701v1	4425417	4460330	4560231	78	34913	0.007827	0.029563
GCF_013167035.1_ASM1316703v1	4286764	4432828	4667744	73	146064	0.032951	0.081620
GCF_013167055.1_ASM1316705v1	4574606	4628207	4758539	85	53601	0.011581	0.038653
GCF_013167075.1_ASM1316707v1	4571698	4659083	4827415	85	87385	0.018756	0.052972
GCF_013167135.1_ASM1316713v1	5123784	5277499	5606140	62	153715	0.029126	0.086041
GCF_013167155.1_ASM1316715v1	5130085	5283414	5649460	61	153329	0.029021	0.091934
GCF_013167175.1_ASM1316717v1	5186325	5322428	5652390	60	136103	0.025572	0.082455
GCF_013167195.1_ASM1316719v1	5160026	5313679	5688703	61	153653	0.028917	0.092935
GCF_013167235.1_ASM1316723v1	5138564	5276912	5597606	61	138348	0.026218	0.082007
GCF_013167255.1_ASM1316725v1	5115048	5207631	5367719	63	92583	0.017778	0.047072
GCF_013167275.1_ASM1316727v1	5138520	5289318	5641012	61	150798	0.028510	0.089078
GCF_013167295.1_ASM1316729v1	5240477	5400382	5777876	61	159905	0.029610	0.093010
GCF_013167315.1_ASM1316731v1	5135489	5301145	5630000	61	165656	0.031249	0.087835
GCF_013167335.1_ASM1316733v1	5118889	5318740	5736800	61	199851	0.037575	0.107710
GCF_013167355.1_ASM1316735v1	5128214	5261523	5560617	62	133309	0.025337	0.077762
GCF_013167375.1_ASM1316737v1	5102733	5226588	5538049	62	123855	0.023697	0.078605
GCF_013167395.1_ASM1316739v1	5095755	5230127	5547703	61	134372	0.025692	0.081466
GCF_013167415.1_ASM1316741v1	5286113	5435225	5751057	61	149112	0.027434	0.080845
GCF_013167435.1_ASM1316743v1	5292748	5441862	5757714	61	149114	0.027401	0.080755
GCF_013167455.1_ASM1316745v1	5320663	5470621	5802077	62	149958	0.027412	0.082973
GCF_013167475.1_ASM1316747v1	5190362	5329072	5658078	61	138710	0.026029	0.082663
GCF_013167495.1_ASM1316749v1	5245367	5382820	5668986	64	137453	0.025535	0.074726
GCF_013167515.1_ASM1316751v1	5227848	5357356	5626716	62	129508	0.024174	0.070888
GCF_013167535.1_ASM1316753v1	5170214	5302840	5588948	61	132626	0.025010	0.074922
GCF_013167555.1_ASM1316755v1	5070193	5191859	5501353	62	121666	0.023434	0.078373
GCF_013167575.1_ASM1316757v1	5252751	5400909	5745206	62	148158	0.027432	0.085716
GCF_013167595.1_ASM1316759v1	5142875	5257706	5492298	61	114831	0.021841	0.063621
GCF_013167615.1_ASM1316761v1	5172616	5317111	5662097	61	144495	0.027175	0.086449
GCF_013167635.1_ASM1316763v1	5132761	5272192	5570243	62	139431	0.026446	0.078539
GCF_013167655.1_ASM1316765v1	5145007	5283628	5618674	61	138621	0.026236	0.084302
GCF_013167675.1_ASM1316767v1	5187415	5335238	5641829	61	147823	0.027707	0.080544
GCF_013167695.1_ASM1316769v1	5165160	5293353	5556973	60	128193	0.024218	0.070508
GCF_013167715.1_ASM1316771v1	5152603	5298675	5615258	61	146072	0.027568	0.082392
GCF_013167735.1_ASM1316773v1	5207775	5341917	5648843	62	134142	0.025111	0.078081
GCF_013167755.1_ASM1316775v1	5152080	5295503	5626400	62	143423	0.027084	0.084303
GCF_013167775.1_ASM1316777v1	5139347	5305528	5685825	61	166181	0.031322	0.096112
GCF_013167795.1_ASM1316779v1	5107699	5230436	5545449	61	122737	0.023466	0.078939
GCF_013167815.1_ASM1316781v1	5197338	5366285	5723623	60	168947	0.031483	0.091950
GCF_013167875.1_ASM1316787v1	5187811	5332216	5621801	62	144405	0.027082	0.077198
GCF_013167935.1_ASM1316793v1	5350076	5483315	5721465	67	133239	0.024299	0.064912
GCF_013167975.1_ASM1316797v1	4998863	5086733	5259519	63	87870	0.017274	0.049559
GCF_013167995.1_ASM1316799v1	5167610	5277842	5484104	62	110232	0.020886	0.057711
GCF_013168015.1_ASM1316801v1	5168126	5247311	5380135	64	79185	0.015091	0.039406
GCF_013168035.1_ASM1316803v1	5090589	5205511	5466270	62	114922	0.022077	0.068727
GCF_013168055.1_ASM1316805v1	5178632	5340939	5711391	61	162307	0.030389	0.093280
GCF_013168075.1_ASM1316807v1	5138605	5270658	5555288	61	132053	0.025054	0.075007
GCF_013168095.1_ASM1316809v1	5181495	5312688	5594042	61	131193	0.024694	0.073748
GCF_013168115.1_ASM1316811v1	5154975	5297518	5606537	61	142543	0.026908	0.080542
GCF_013168135.1_ASM1316813v1	5134196	5288328	5634580	62	154132	0.029146	0.088806
GCF_013168155.1_ASM1316815v1	5255759	5387222	5658584	62	131463	0.024403	0.071188
GCF_013168175.1_ASM1316817v1	5182279	5329714	5650789	61	147435	0.027663	0.082911
GCF_013168195.1_ASM1316819v1	5091811	5229906	5553557	62	138095	0.026405	0.083144
GCF_013168215.1_ASM1316821v1	5131356	5270008	5592086	61	138652	0.026310	0.082390
GCF_013168235.1_ASM1316823v1	5150899	5309017	5667980	62	158118	0.029783	0.091228
GCF_013168255.1_ASM1316825v1	5110768	5256433	5573640	61	145665	0.027712	0.083047
GCF_013201175.1_ASM1320117v1	4640695	4719527	4935467	81	78832	0.016703	0.059725
GCF_013201195.1_ASM1320119v1	4860336	4916394	5048569	41	56058	0.011402	0.037284
GCF_013201215.1_ASM1320121v1	4533120	4586223	4763758	78	53103	0.011579	0.048415
GCF_013201235.1_ASM1320123v1	4809329	4863109	4989488	80	53780	0.011059	0.036108
GCF_013201255.1_ASM1320125v1	5105810	5212032	5394611	45	106222	0.020380	0.053535
GCF_013201505.1_ASM1320150v1	4700779	4741578	4847670	55	40799	0.008605	0.030301
GCF_013201525.1_ASM1320152v1	4800385	4844842	4959596	74	44457	0.009176	0.032102
GCF_013282195.1_ASM1328219v1	4948567	5166702	5436619	35	218135	0.042219	0.089771
GCF_013282275.1_ASM1328227v1	5213332	5329608	5548841	22	116276	0.021817	0.060465
GCF_013282315.1_ASM1328231v1	5188327	5305633	5563854	75	117306	0.022110	0.067494
GCF_013282335.1_ASM1328233v1	5023615	5129784	5331215	50	106169	0.020697	0.057698
GCF_013282355.1_ASM1328235v1	5111674	5199353	5368580	32	87679	0.016863	0.047854
GCF_013305705.1_ASM1330570v1	4893144	4951698	5056552	36	58554	0.011825	0.032316
GCF_013315675.1_ASM1331567v1	4951394	4991511	5087839	55	40117	0.008037	0.026818
GCF_013315695.1_ASM1331569v1	5085921	5196080	5428528	72	110159	0.021200	0.063112
GCF_013315715.1_ASM1331571v1	5141118	5217372	5369555	57	76254	0.014615	0.042543
GCF_013315735.1_ASM1331573v1	4955826	5000912	5084926	47	45086	0.009016	0.025389
GCF_013315755.1_ASM1331575v1	4841242	4875296	4957262	66	34054	0.006985	0.023404
GCF_013315975.1_ASM1331597v1	4652263	4688688	4765854	48	36425	0.007769	0.023834
GCF_013315995.1_ASM1331599v1	4830704	4988649	5245948	81	157945	0.031661	0.079155
GCF_013317085.1_ASM1331708v1	4957285	5022269	5146710	48	64984	0.012939	0.036805
GCF_013340785.1_ASM1334078v1	5251731	5318583	5453768	70	66852	0.012570	0.037045
GCF_013340805.1_ASM1334080v1	5312630	5375606	5509356	70	62976	0.011715	0.035708
GCF_013340825.1_ASM1334082v1	4687975	4720045	4803581	48	32070	0.006794	0.024067
GCF_013342925.1_ASM1334292v1	4821949	4867734	4955251	35	45785	0.009406	0.026901
GCF_013343595.1_ASM1334359v1	5146043	5285871	5604665	62	139828	0.026453	0.081829
GCF_013343615.1_ASM1334361v1	5274871	5396460	5610414	65	121589	0.022531	0.059807
GCF_013343635.1_ASM1334363v1	5108366	5278491	5655524	61	170125	0.032230	0.096748
GCF_013357345.1_ASM1335734v1	4990582	5059091	5188454	48	68509	0.013542	0.038137
GCF_013357365.1_ASM1335736v1	5136396	5332251	5698570	48	195855	0.036730	0.098652
GCF_013371685.1_ASM1337168v1	4936374	5035398	5215469	45	99024	0.019666	0.053513
GCF_013371725.1_ASM1337172v1	5059430	5153468	5327070	46	94038	0.018248	0.050242
GCF_013371745.1_ASM1337174v1	4923462	4972720	5081398	85	49258	0.009906	0.031081
GCF_013372305.1_ASM1337230v1	5062844	5115465	5210679	60	52621	0.010287	0.028372
GCF_013372325.1_ASM1337232v1	5075261	5124946	5232816	50	49685	0.009695	0.030109
GCF_013372345.1_ASM1337234v1	4570372	4647337	4851465	83	76965	0.016561	0.057940
GCF_013372365.1_ASM1337236v1	4823156	4855408	4938574	47	32252	0.006642	0.023371
GCF_013372385.1_ASM1337238v1	4917750	5006168	5136966	50	88418	0.017662	0.042674
GCF_013372405.1_ASM1337240v1	4964962	5020272	5131702	49	55310	0.011017	0.032492
GCF_013372425.1_ASM1337242v1	5056365	5138823	5280558	54	82458	0.016046	0.042456
GCF_013374235.2_ASM1337423v2	4923852	5008273	5172729	77	84421	0.016856	0.048113
GCF_013374255.1_ASM1337425v1	4798817	4846268	4955815	54	47451	0.009791	0.031680
GCF_013374275.1_ASM1337427v1	4864567	4929230	5071851	79	64663	0.013118	0.040869
GCF_013374295.2_ASM1337429v2	4908188	4988003	5138897	77	79815	0.016001	0.044895
GCF_013374315.1_ASM1337431v1	4556940	4595471	4715506	74	38531	0.008385	0.033627
GCF_013374335.1_ASM1337433v1	4802736	4850708	4967459	54	47972	0.009890	0.033160
GCF_013376515.1_ASM1337651v1	4623185	4659021	4765504	83	35836	0.007692	0.029864
GCF_013376575.1_ASM1337657v1	5148913	5201514	5322125	46	52601	0.010113	0.032546
GCF_013376895.1_ASM1337689v1	4750464	4788165	4875576	48	37701	0.007874	0.025661
GCF_013388275.1_ASM1338827v1	5027176	5098540	5225556	51	71364	0.013997	0.037963
GCF_013389615.1_ASM1338961v1	5175750	5216036	5311029	43	40286	0.007723	0.025471
GCF_013389695.1_ASM1338969v1	4898381	4947832	5053666	85	49451	0.009994	0.030727
GCF_013390265.1_ASM1339026v1	5082733	5153834	5288076	59	71101	0.013796	0.038831
GCF_013391825.1_ASM1339182v1	4610615	4672353	4819751	78	61738	0.013213	0.043391
GCF_013393825.1_ASM1339382v1	4664269	4712167	4823028	79	47898	0.010165	0.032917
GCF_013394575.1_ASM1339457v1	5002284	5055148	5140688	52	52864	0.010457	0.026923
GCF_013402855.1_ASM1340285v1	5074309	5163912	5344063	78	89603	0.017352	0.050477
GCF_013402895.1_ASM1340289v1	4965157	5085041	5291985	50	119884	0.023576	0.061759
GCF_013423805.1_ASM1342380v1	4850660	4899858	5036381	81	49198	0.010041	0.036876
GCF_013425935.1_ASM1342593v1	4816417	4864855	4998447	81	48438	0.009957	0.036417
GCF_013425955.1_ASM1342595v1	5178763	5244837	5363180	39	66074	0.012598	0.034386
GCF_013426075.1_ASM1342607v1	4841009	4876988	4972471	54	35979	0.007377	0.026438
GCF_013426095.1_ASM1342609v1	4810370	4846039	4944412	54	35669	0.007360	0.027110
GCF_013426115.1_ASM1342611v1	4927085	4980070	5121213	66	52985	0.010639	0.037907
GCF_013459015.1_ASM1345901v1	4774920	4807692	4878710	33	32772	0.006817	0.021274
GCF_013459175.1_ASM1345917v1	4948774	4992970	5077813	29	44196	0.008852	0.025412
GCF_013694285.1_ASM1369428v1	4606438	4664539	4848938	94	58101	0.012456	0.050011
GCF_013694325.1_ASM1369432v1	4959924	5015966	5139894	48	56042	0.011173	0.035014
GCF_013694345.1_ASM1369434v1	4781326	4843985	5023785	73	62659	0.012935	0.048262
GCF_013694465.1_ASM1369446v1	4959920	5015972	5139941	48	56052	0.011175	0.035024
GCF_014058445.2_ASM1405844v2	5220394	5426161	5936044	55	205767	0.037921	0.120560
GCF_014075335.1_ASM1407533v1	4806809	4842994	4943419	47	36185	0.007472	0.027635
GCF_014075475.1_ASM1407547v1	4672661	4730194	4899996	69	57533	0.012163	0.046395
GCF_014075595.1_ASM1407559v1	4421406	4469714	4603043	81	48308	0.010808	0.039460
GCF_014075795.1_ASM1407579v1	4568585	4597952	4739086	83	29367	0.006387	0.035978
GCF_014075915.1_ASM1407591v1	4573353	4600583	4738882	83	27230	0.005919	0.034930
GCF_014076685.2_ASM1407668v2	4907038	4955226	5063086	76	48188	0.009725	0.030821
GCF_014117345.2_ASM1411734v2	4845603	4900311	5046223	37	54708	0.011164	0.039756
GCF_014117405.1_ASM1411740v1	4845874	4887397	4983725	82	41523	0.008496	0.027660
GCF_014157395.1_ASM1415739v1	4809563	4867767	4993963	24	58204	0.011957	0.036925
GCF_014160155.1_ASM1416015v1	4655621	4690866	4781811	54	35245	0.007514	0.026390
GCF_014162235.1_ASM1416223v1	4867972	4916416	5011579	23	48444	0.009854	0.028655
GCF_014168595.1_ASM1416859v1	4836273	4890042	5008485	44	53769	0.010996	0.034384
GCF_014168675.1_ASM1416867v1	4924627	4959469	5034754	29	34842	0.007025	0.021873
GCF_014168735.1_ASM1416873v1	4767521	4803392	4874759	43	35871	0.007468	0.021999
GCF_014168755.1_ASM1416875v1	5117536	5217934	5437019	76	100398	0.019241	0.058761
GCF_014168775.1_ASM1416877v1	5058227	5115313	5218174	60	57086	0.011160	0.030652
GCF_014168835.1_ASM1416883v1	4987771	5032320	5138330	50	44549	0.008853	0.029301
GCF_014168855.1_ASM1416885v1	5138692	5216732	5366644	27	78040	0.014960	0.042476
GCF_014168935.1_ASM1416893v1	4528031	4569712	4681704	80	41681	0.009121	0.032824
GCF_014168955.1_ASM1416895v1	4929018	4967884	5064385	50	38866	0.007823	0.026729
GCF_014168975.1_ASM1416897v1	4773959	4799646	4857598	40	25687	0.005352	0.017218
GCF_014169015.1_ASM1416901v1	5033005	5086930	5203092	50	53925	0.010601	0.032690
GCF_014169035.1_ASM1416903v1	5027131	5081298	5202958	25	54167	0.010660	0.033794
GCF_014169095.1_ASM1416909v1	5052372	5096468	5212162	49	44096	0.008652	0.030657
GCF_014169115.1_ASM1416911v1	5275104	5380764	5584714	30	105660	0.019637	0.055439
GCF_014169155.1_ASM1416915v1	4992438	5051903	5172163	80	59465	0.011771	0.034749
GCF_014169175.1_ASM1416917v1	4978575	5051185	5165539	34	72610	0.014375	0.036194
GCF_014169195.1_ASM1416919v1	4767602	4839401	5016619	77	71799	0.014836	0.049638
GCF_014169275.1_ASM1416927v1	4896103	4945497	5055027	45	49394	0.009988	0.031439
GCF_014169395.1_ASM1416939v1	4994948	5065028	5187724	23	70080	0.013836	0.037160
GCF_014169415.1_ASM1416941v1	5310354	5379298	5508747	29	68944	0.012817	0.036014
GCF_014169435.1_ASM1416943v1	4997381	5094198	5254612	51	96817	0.019005	0.048953
GCF_014169455.1_ASM1416945v1	5115440	5178885	5333794	50	63445	0.012251	0.040938
GCF_014169475.1_ASM1416947v1	4707356	4764038	4964246	76	56682	0.011898	0.051748
GCF_014169575.1_ASM1416957v1	5113389	5232593	5435336	30	119204	0.022781	0.059232
GCF_014169595.1_ASM1416959v1	4915264	4963235	5065314	43	47971	0.009665	0.029623
GCF_014169615.1_ASM1416961v1	5044904	5136779	5280565	50	91875	0.017886	0.044628
GCF_014169695.1_ASM1416969v1	4762050	4836040	5015961	81	73990	0.015300	0.050621
GCF_014169775.1_ASM1416977v1	4929288	4991160	5125088	46	61872	0.012396	0.038204
GCF_014169855.1_ASM1416985v1	5191750	5275683	5441744	23	83933	0.015909	0.045940
GCF_014169895.1_ASM1416989v1	4656978	4692836	4774644	44	35858	0.007641	0.024644
GCF_014169915.1_ASM1416991v1	5022308	5138720	5335333	48	116412	0.022654	0.058670
GCF_014169995.1_ASM1416999v1	4669944	4703440	4779782	47	33496	0.007122	0.022980
GCF_014170615.1_ASM1417061v1	5228448	5337444	5517784	52	108996	0.020421	0.052437
GCF_014170675.1_ASM1417067v1	5134978	5257258	5486902	53	122280	0.023259	0.064139
GCF_014170735.1_ASM1417073v1	4560748	4608865	4750827	83	48117	0.010440	0.040010
GCF_014170975.1_ASM1417097v1	4875048	4936977	5073327	52	61929	0.012544	0.039083
GCF_014171015.1_ASM1417101v1	5182502	5291923	5459598	25	109421	0.020677	0.050754
GCF_014189395.1_ASM1418939v1	4818153	4886142	5030954	79	67989	0.013915	0.042298
GCF_014217135.1_ASM1421713v1	5022482	5074061	5190251	50	51579	0.010165	0.032324
GCF_014217155.1_ASM1421715v1	4979317	5027962	5143924	50	48645	0.009675	0.032000
GCF_014262945.1_ASM1426294v1	4998673	5084284	5242356	54	85611	0.016838	0.046483
GCF_014263375.1_ASM1426337v1	4401611	4432488	4528098	78	30877	0.006966	0.027934
GCF_014295215.1_ASM1429521v1	5000716	5138739	5404075	97	138023	0.026859	0.074640
GCF_014295235.1_ASM1429523v1	5031278	5169680	5434644	81	138402	0.026772	0.074221
GCF_014295255.1_ASM1429525v1	4544253	4582148	4673432	81	37895	0.008270	0.027641
GCF_014295275.1_ASM1429527v1	4855144	4927169	5114946	63	72025	0.014618	0.050793
GCF_014295295.1_ASM1429529v1	4809733	4883518	5052572	79	73785	0.015109	0.048062
GCF_014295315.1_ASM1429531v1	4924507	5053620	5288277	87	129113	0.025549	0.068788
GCF_014338505.1_ASM1433850v1	4556427	4590262	4686414	81	33835	0.007371	0.027737
GCF_014338525.1_ASM1433852v1	4565735	4657786	4825666	81	92051	0.019763	0.053864
GCF_014361285.1_ASM1436128v1	4642327	4713476	4939272	73	71149	0.015095	0.060119
GCF_014522225.1_ASM1452222v1	4873270	4945370	5139347	77	72100	0.014579	0.051773
GCF_014522245.1_ASM1452224v1	4981554	5069302	5203952	54	87748	0.017310	0.042736
GCF_014541045.1_ASM1454104v1	5023666	5105085	5233984	53	81419	0.015949	0.040183
GCF_014605875.1_ASM1460587v1	4731505	4813619	4953326	49	82114	0.017059	0.044782
GCF_014607515.1_ASM1460751v1	5044517	5172187	5475382	63	127670	0.024684	0.078691
GCF_014607535.1_ASM1460753v1	5032301	5155083	5432516	63	122782	0.023818	0.073670
GCF_014607555.1_ASM1460755v1	5028585	5183196	5546687	64	154611	0.029829	0.093407
GCF_014607575.1_ASM1460757v1	5030274	5165512	5505757	64	135238	0.026181	0.086361
GCF_014622725.1_ASM1462272v1	5289305	5332031	5412830	33	42726	0.008013	0.022821
GCF_014622965.1_ASM1462296v1	4992918	5142737	5497302	64	149819	0.029132	0.091751
GCF_014622985.1_ASM1462298v1	5023859	5180909	5547127	64	157050	0.030313	0.094331
GCF_014623185.1_ASM1462318v1	5028011	5182880	5546898	64	154869	0.029881	0.093545
GCF_014623205.1_ASM1462320v1	5029913	5165372	5505879	64	135459	0.026224	0.086447
GCF_014623225.1_ASM1462322v1	5144608	5269908	5575981	64	125300	0.023777	0.077363
GCF_014623245.1_ASM1462324v1	5044400	5172094	5475373	63	127694	0.024689	0.078711
GCF_014623405.1_ASM1462340v1	5014041	5184688	5563187	63	170647	0.032914	0.098711
GCF_014623425.1_ASM1462342v1	5044488	5172145	5475294	63	127657	0.024682	0.078682
GCF_014656605.1_ASM1465660v1	4900782	4941461	5037004	46	40679	0.008232	0.027044
GCF_014656625.1_ASM1465662v1	4899643	4938975	5040582	46	39332	0.007964	0.027961
GCF_014679325.1_ASM1467932v1	4554983	4600079	4742232	72	45096	0.009803	0.039485
GCF_014705965.1_ASM1470596v1	4682912	4727621	4875060	76	44709	0.009457	0.039414
GCF_014770655.1_ASM1477065v1	4894961	5002543	5274497	64	107582	0.021505	0.071957
GCF_014770895.1_ASM1477089v1	5008475	5088405	5293315	79	79930	0.015708	0.053811
GCF_014771055.1_ASM1477105v1	4907940	4971244	5135484	78	63304	0.012734	0.044308
GCF_014771275.1_ASM1477127v1	4952232	5020806	5217833	72	68574	0.013658	0.050903
GCF_014805805.1_ASM1480580v1	4861509	4915106	5024276	48	53597	0.010905	0.032396
GCF_014825845.1_ASM1482584v1	5112987	5285000	5603361	61	172013	0.032547	0.087514
GCF_014826015.1_ASM1482601v1	4804033	4838736	4939088	54	34703	0.007172	0.027344
GCF_014854575.1_ASM1485457v1	5067865	5180928	5358614	46	113063	0.021823	0.054258
GCF_014854635.1_ASM1485463v1	5067273	5156136	5331115	41	88863	0.017234	0.049491
GCF_014854675.1_ASM1485467v1	4855499	4904460	5017261	24	48961	0.009983	0.032241
GCF_014858525.1_ASM1485852v1	4946547	4989341	5065721	48	42794	0.008577	0.023526
GCF_014863625.1_ASM1486362v1	4502002	4535606	4631449	81	33604	0.007409	0.027950
GCF_014863645.1_ASM1486364v1	4502013	4535622	4632648	81	33609	0.007410	0.028199
GCF_014863665.1_ASM1486366v1	4502013	4535622	4632648	81	33609	0.007410	0.028199
GCF_014863685.1_ASM1486368v1	4502002	4535606	4631449	81	33604	0.007409	0.027950
GCF_014863705.1_ASM1486370v1	4502028	4535634	4632656	81	33606	0.007409	0.028197
GCF_014863725.1_ASM1486372v1	4502002	4535606	4631449	81	33604	0.007409	0.027950
GCF_014863745.1_ASM1486374v1	4502001	4535605	4631448	81	33604	0.007409	0.027950
GCF_014863765.1_ASM1486376v1	4502025	4535631	4632652	81	33606	0.007409	0.028197
GCF_014863785.1_ASM1486378v1	4502002	4535606	4631449	81	33604	0.007409	0.027950
GCF_014863805.1_ASM1486380v1	4502003	4535607	4631450	81	33604	0.007409	0.027950
GCF_014863825.1_ASM1486382v1	4502014	4535620	4632648	81	33606	0.007409	0.028199
GCF_014863845.1_ASM1486384v1	4502002	4535606	4631449	81	33604	0.007409	0.027950
GCF_014904135.2_ASM1490413v2	4516227	4582953	4777909	77	66726	0.014560	0.054769
GCF_014904145.2_ASM1490414v2	4662033	4716264	4873320	46	54231	0.011499	0.043356
GCF_014904175.2_ASM1490417v2	4636828	4702002	4914002	80	65174	0.013861	0.056405
